,K1,K2,Grey K1,Req. Dt,Derived From SO NO,Segment,Customer,Gry EDOD,Gry REDOD,Line Creation Dt.,DocNo.,Line No,Sch P/I Dt,Order Qty,Plan I/p Dt,SO No,SO Line no,SubSegment,K3,K4,K5,K6,Shade,Dely Dt1,Dely Dt,Lot Qty,Disp Planned,Bal to exe,Plan Qty,PPC Remark,LabRef.No,Peach Std.,Repeat Cops,Tech Remark,Final Dispo Comment,Marketing Comment,Exec. Closed,LabRef Check,KE Desc,Std Rec Dt,PP Comment,F370R001 Stock,F370B001 Stock,F380B001 Stock,F380B101 Stock,F350B001 Stock,F350B101 Stock,Baddi Stk,F400B001 Stock,F400B101 Stock,F340R001 Stock,Budhni Stk,Pref Factory,YD/PD,Factory,Grey Stock
0,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,,DE&B,TARGET USA,19/11/2021,19/11/2021,16/08/2021,BLM75_M75-21000100,80,20/11/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"91,440","91,440",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
1,11600069,BDCKDJW,11600069BDCKDW4,5/6/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),1/1/3000,1/1/3000,5/6/2021,BLM75_M75-21000071,10,1/1/3000,0,,,,VF(Vans),SCP-SF,RPT0000000,,,,,,0,,"1,535","1,535",,,,,"OK,PLAN ON RAPIER LOOM",,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"1,303",0,302,"1,605",22,PD,Budhni,1593.0
2,120H99,BDOKJ,120H99BDOKD,5/6/2021,M75_M75-21000076/10,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),1/1/3000,1/1/3000,5/6/2021,BLM75_M75-21000076,10,1/1/3000,0,,,,VF(Vans),ST-SF,RPT0000000,,,,,,0,,468,468,,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,128,0,-70,58,22,PD,Budhni,128.38
3,13257,BDDKO,13257BDDKDO,3/5/2021,M75_M75-21000033/10,RMGE,CELEBRITY FASHIONS LTD,1/1/3000,1/10/2021,3/5/2021,BLM75_M75-21000033,10,15/10/2021,0,,,,VF(Timberland),ST-PST,RPT0000000,,,,,,0,,"6,572","6,572",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"29,267","7,138",-126,"36,279",22,RD,Budhni,115881.71
4,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,1/1/3000,17/04/2021,BLM75_M75-21000009,10,1/1/3000,0,,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"293,141","293,141",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Baddi,19014.5
5,11600109,BDOKD,11600109BDOKD,17/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,1/1/3000,17/04/2021,BLM75_M75-21000009,10,1/1/3000,0,,,,OLD NAVY MENS,ST-PF,BRKUPAWTD0,,,,,,0,,"293,141","293,141",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"19,022",0,"19,022","92,263","4,565",515,"97,344",22,PD,Budhni,109145.88
6,A109A001,BDKK,A109A001BDKK,22/02/2021,M75_M75-20000067/30,RMGE,GOKALDAS EXPORTS LTD,1/8/2021,16/09/2021,22/02/2021,BLM75_M75-20000067,30,1/11/2021,0,,,,CARHARTT,CT-CH1,RPT0000000,,,,,,0,,"18,278","18,278",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"63,615","8,956",-71,"72,500",22,PD,Budhni,144389.94
7,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,,,31/08/2021,BLM75_M75-21000007,121,,0,,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"12,048","12,048",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Baddi,1172.23
8,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,,,31/08/2021,BLM75_M75-21000007,121,,0,,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"12,048","12,048",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Budhni,57314.13
9,A240A325,BDEKW4J,A240A325BDEKDW4,15/07/2021,M75_M75-21000006/91,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,15/07/2021,BLM75_M75-21000006,91,1/1/3000,0,,,,BANANA REPUBLIC FACTORY STORES,ST-PF,BRKUPAWTD0,,,,,,0,,"24,780","24,780",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"9,241","1,214",-1,"10,454",22,PD,Budhni,22108.89
10,A240A325,BDEKW4J,A240A325BDEKDW4,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,21/08/2021,BLM75_M75-21000006,101,1/1/3000,0,,,,BANANA REPUBLIC FACTORY STORES,ST-PF,BRKUPAWTD0,,,,,,0,,"50,109","50,109",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"9,241","1,214",-1,"10,454",22,PD,Budhni,22108.89
11,120F76,BDOOJ,120F76BDOO,5/6/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),1/1/3000,1/1/3000,5/6/2021,BLM75_M75-21000072,10,1/1/3000,0,,,,VF(Vans),CT-PF,RPT0000000,,,,,,0,,"1,100","1,100",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"3,985",0,-205,"3,779",22,PD,Budhni,10736.59
12,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,26/08/2021,BLM75_M75-21000007,111,10/2/2022,0,,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Baddi,1172.23
13,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,26/08/2021,BLM75_M75-21000007,111,10/2/2022,0,,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Budhni,57314.13
14,A116A829,BDOOJ,A116A829BDOO,19/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,1/1/3000,19/04/2021,BLM75_M75-21000015,10,1/1/3000,0,,,,GAP WOMENS,CT-PF,BRKUPAWTD0,,,,,,0,,"34,720","34,720",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"48,124",0,0,"48,124",22,PD,Budhni,30501.16
15,132194,BDMCO,132194BDMCDO,3/5/2021,,RMGE,CELEBRITY FASHIONS LTD,1/1/3000,,3/5/2021,BLM75_M75-21000036,10,1/1/3000,0,,,,VF(Timberland),ST-SF,RPT0000000,,,,,,0,,"89,755","89,755",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"13,174","1,812",0,"14,986",22,PD,Budhni,26737.84
16,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,,DE&B,TARGET USA,29/09/2021,29/09/2021,16/08/2021,BLM75_M75-21000100,20,1/10/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"41,006","41,006",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
17,130129,BDDDJ,130129BDDD,19/04/2021,,GAP,GAP INTERNATIONAL,1/1/3000,1/1/3000,19/04/2021,BLM75_M75-21000016,10,1/1/3000,0,,,,GAP BABY,CT-PF,BRKUPAWTD0,,,,,,0,,"3,109","3,109",,,,,OK,,,Unchecked,,,1/1/1900,,-60,0,0,0,0,0,-60,"33,499","1,745",-660,"34,584",22,PD,Budhni,15599.28
18,A132A416,BADDJ,13200039BADK,6/10/2018,,GAP,GAP INTERNATIONAL,26/07/2019,1/1/3000,25/07/2019,BLM75_M75-18000058,441,,0,,,,OLD NAVY WOMENS,CV+5NF,AS00000000,,,,,,0,,800,0,,,,,,,,Unchecked,,,1/1/1900,,-850,0,0,0,0,0,-850,0,0,0,0,21,PD,,
19,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,,DE&B,TARGET USA,3/11/2021,3/11/2021,16/08/2021,BLM75_M75-21000100,60,4/11/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"59,879","59,879",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
20,A132A153,BDDKWVA4J,A132A153BDDKDWVA4J,16/08/2021,,DE&B,TARGET USA,26/09/2021,26/09/2021,16/08/2021,BLM75_M75-21000102,20,1/10/2021,0,,,,TARGET,ST-PF,STDAWTD000,,,,,,0,,"15,266","15,266",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,412",0,384,"57,796",22,PD,Budhni,89451.57
21,A220A052,BDKOJ,A220A052BDKO,30/06/2021,M75_M75-21000084/20,RMGE,CELEBRITY FASHIONS LIMITED,15/09/2021,29/10/2021,30/06/2021,BLM75_M75-21000084,20,1/11/2021,0,,,,VF(Williamson Dickies),CT-SF,STDAWTD000,,,,,,0,,"5,052","5,052",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"6,742",0,"6,742","6,153",0,0,"6,153",22,PD,Baddi,6742.0
22,A220A052,BDKOJ,A220A052BDKO,30/06/2021,M75_M75-21000084/20,RMGE,CELEBRITY FASHIONS LIMITED,15/09/2021,29/10/2021,30/06/2021,BLM75_M75-21000084,20,1/11/2021,0,,,,VF(Williamson Dickies),CT-SF,STDAWTD000,,,,,,0,,"5,052","5,052",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,"6,742",0,"6,742","6,153",0,0,"6,153",22,PD,Budhni,6243.1
23,A112A376,HOPS,A112A376HOPS,31/08/2021,,India Buying Houses,TEXPORT OVERSEAS PVT LTD,,,31/08/2021,BLS75_S75-21000268,10,,0,,,,,,,,,,,,0,,230,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
24,ARTAWTD,BA,A240A733BAMMZ,9/7/2021,,DE&B,"STYLEM TAKISADA-OSAKA CO., LTD",30/09/2021,30/09/2021,9/7/2021,BLS75_S75-21000152,20,,0,,,,,,,,,,,,0,,550,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
25,A120C102,HKKS,A120C102HKKS,9/7/2021,,Brands,ADITYA BIRLA FASHION AND RETAIL LIMITED,10/8/2021,10/8/2021,9/7/2021,BLS75_S75-21000154,10,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,for yardage,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
26,ARTAWTD,BA,12400005HCC,12/7/2021,,DE&B,TARASIMA APPARELS LTD,28/07/2021,28/07/2021,12/7/2021,BLS75_S75-21000158,10,,0,,,,,,,,,,,,0,,250,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
27,A240A856,HMFS,A240A856HMFS,9/8/2021,,Brands,COLORPLUS FASHIONS LTD.,27/09/2021,27/09/2021,9/8/2021,BLS75_S75-21000229,10,,0,,,,,,,,,,,,0,,150,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
28,A120C053,HMKST1,A120C053HMKST1,26/07/2021,,RMGE,Ambattur Fashion India Pvt Limited,27/08/2021,27/08/2021,28/07/2021,BLS75_S75-21000189,30,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,14,0,417,0,0,0,431,0,0,0,0,21,PD,Baddi,261.0
29,A130D864,HDKW12W,A130D864HDKW12W,19/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,4/9/2021,4/9/2021,19/08/2021,BLS75_S75-21000252,10,,0,,,,,,,,,,,,0,,50,0,,,,,,,,Unchecked,,,1/1/1900,FOR NPD,0,0,0,0,49,0,49,0,0,0,0,21,PD,Baddi,49.0
30,A132A153,BDDKWVA4J,A132A153BDDKDWVA4J,16/08/2021,,DE&B,TARGET USA,3/10/2021,3/10/2021,16/08/2021,BLM75_M75-21000102,30,4/10/2021,0,,,,TARGET,ST-PF,STDAWTD000,,,,,,0,,"45,720","45,720",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,412",0,384,"57,796",22,PD,Budhni,89451.57
31,A240A325,BDEKW4J,A240A325BDEKDW4,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,21/08/2021,BLM75_M75-21000006,111,1/1/3000,0,,,,BANANA REPUBLIC FACTORY STORES,ST-PF,BRKUPAWTD0,,,,,,0,,"100,218","100,218",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"9,241","1,214",-1,"10,454",22,PD,Budhni,22108.89
32,13257,BDDKO,13257BDDKDO,3/5/2021,,RMGE,CELEBRITY FASHIONS LTD,1/1/3000,24/09/2021,3/5/2021,BLM75_M75-21000032,10,1/10/2021,0,,,,VF(Timberland),ST-PF,RPT0000000,,,,,,0,,"128,327","128,327",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"29,267","7,138",-126,"36,279",22,PD,Budhni,115881.71
33,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,26/08/2021,BLM75_M75-21000007,101,5/1/2022,0,,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Baddi,1172.23
34,A132A415,BAMCJ,A132A415BDMCD,17/04/2021,,GAP,REFAT GARMENTS LTD,1/1/3000,1/1/3000,26/08/2021,BLM75_M75-21000007,101,5/1/2022,0,,,,BANANA REPUBLIC FACTORY STORES,ST-XF,BRKUPAWTD0,,,,,,0,,"49,999","49,999",,,,,,,,Unchecked,,,1/1/1900,,-922,0,0,0,0,0,-922,"36,760",790,0,"37,550",21,PD,Budhni,57314.13
35,A120B624,BDOKJ,A120B624BDOK,5/6/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),1/1/3000,1/1/3000,5/6/2021,BLM75_M75-21000074,10,1/1/3000,0,,,,VF(Vans),ST-PF,RPT0000000,,,,,,0,,"1,775","1,775",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,22,PD,,
36,132194,BDMCJ,132194BDMCD,5/6/2021,,RMGE,SHAHI EXPORT PVT LTD (BGLR DIV),1/1/3000,1/1/3000,5/6/2021,BLM75_M75-21000079,10,1/1/3000,0,,,,VF(Vans),ST-PF,RPT0000000,,,,,,0,,"6,664","6,664",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"2,001",0,-89,"1,913",22,PD,Budhni,2058.41
37,13000426,BDDDVJ,13000424BDDDVJ,16/08/2021,,DE&B,TARGET USA,30/10/2021,30/10/2021,16/08/2021,BLM75_M75-21000100,70,1/11/2021,0,,,,TARGET,CT-PF,STDAWTD000,,,,,,0,,"123,001","123,001",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,548",0,-441,"57,106",22,PD,Budhni,213835.5
38,A132A902,BDDKWV4J,A132A902BDDKDWV4J,16/08/2021,M75_M75-21000101/20,DE&B,TARGET USA,13/10/2021,13/10/2021,16/08/2021,BLM75_M75-21000101,20,14/10/2021,0,,,,TARGET,ST-PF,STDAWTD000,,,,,,0,,"17,236","17,236",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,196",0,-1,"6,196",22,PD,Baddi,40.0
39,A132A902,BDDKWV4J,A132A902BDDKDWV4J,16/08/2021,M75_M75-21000101/20,DE&B,TARGET USA,13/10/2021,13/10/2021,16/08/2021,BLM75_M75-21000101,20,14/10/2021,0,,,,TARGET,ST-PF,STDAWTD000,,,,,,0,,"17,236","17,236",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"6,196",0,-1,"6,196",22,PD,Budhni,2582.39
40,A132A153,BDDKWVA4J,A132A153BDDKDWVA4J,16/08/2021,M75_M75-21000102/10,DE&B,TARGET USA,26/09/2021,26/09/2021,16/08/2021,BLM75_M75-21000102,10,1/10/2021,0,,,,TARGET,ST-PF,STDAWTD000,,,,,,0,,"37,906","37,906",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"57,412",0,384,"57,796",22,PD,Budhni,89451.57
41,A160B551,HMC,A160B551BAMCB,12/12/2020,,Brands,MOHAN CLOTHING CO PVT LTD,13/01/2021,10/1/2021,12/12/2020,BLS75_S75-20000418,10,10/1/2021,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,81,0,0,0,0,0,81,0,0,0,0,21,PD,Baddi,81.0
42,A150C881,HCCS,A150C881HCCS,14/08/2021,,Brands,INDUS LEAGUE,15/09/2021,15/09/2021,14/08/2021,BLS75_S75-21000246,10,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,60.0
43,A160B811,HMM,A160B811HMM,14/08/2021,,Brands,INDUS LEAGUE,27/08/2021,27/08/2021,14/08/2021,BLS75_S75-21000246,20,,0,,,,,,,,,,,,0,,140,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
44,132340,BD,132340BDDKD,28/07/2021,,Brands,BENETTON INDIA PVT LTD,20/10/2021,20/10/2021,30/08/2021,BLS75_S75-21000198,30,1/11/2021,0,,,,Benetton,ST-PF,BRKUPAWTD0,,,,,,0,,"13,000","13,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Baddi,306.83
45,132340,BD,132340BDDKD,28/07/2021,,Brands,BENETTON INDIA PVT LTD,20/10/2021,20/10/2021,30/08/2021,BLS75_S75-21000198,30,1/11/2021,0,,,,Benetton,ST-PF,BRKUPAWTD0,,,,,,0,,"13,000","13,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"11,185","1,936",-445,"12,676",22,PD,Budhni,30520.87
46,ARTAWTD,BA,A140E055HMK,10/8/2021,,India Buying Houses,MODELAMA EXPORT PVT. LTD.,24/08/2021,24/08/2021,10/8/2021,BLS75_S75-21000231,10,,0,,,,,,,,,,,,0,,500,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,554,0,0,0,0,0,554,0,0,0,0,21,PD,Baddi,489.0
47,A120D010,HDD,A120D010HDD,6/8/2021,,Brands,BENETTON INDIA PVT LTD,31/08/2021,31/08/2021,19/08/2021,BLS75_S75-21000220,20,,0,,,,,,,,,,,,0,,110,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,188.0
48,240243,BD,240750BD,11/8/2021,,Brands,Aditya Birla Fashion and Retail Limited,14/09/2021,14/09/2021,11/8/2021,BLS75_S75-21000235,10,15/09/2021,0,,,,PETER ENGLAND,PC-SF,STDAWTD000,,,,,,0,,"3,000","3,000",,,,,OK,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,"40,973","2,359",-217,"43,114",22,PD,Budhni,70955.63
49,A150D016,HMDS1,A150D016HMDS1,27/08/2021,,Brands,INDUS LEAGUE,9/9/2021,9/9/2021,27/08/2021,BLS75_S75-21000265,10,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
50,14000059,HMM,14000059HMM,13/08/2021,,RMGE,AQUARELLE INDIA PRIVATE LIMITED,29/08/2021,29/08/2021,13/08/2021,BLS75_S75-21000244,10,,0,,,,,,,,,,,,0,,700,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
51,18000020,HMM,18000020HMM,14/08/2021,,India Buying Houses,RICHA GLOBAL EXPORTS P. LTD,26/08/2021,26/08/2021,14/08/2021,BLS75_S75-21000245,10,,0,,,,,,,,,,,,0,,140,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,83,0,0,0,0,0,83,0,0,0,0,21,PD,Baddi,83.0
52,C130M541,HCC,C130M541HCC,13/08/2021,,Brands,BENETTON INDIA PVT LTD,26/08/2021,26/08/2021,13/08/2021,BLS75_S75-21000239,10,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
53,A130D870,HMFW,A130D870HMFW,23/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,6/9/2021,6/9/2021,23/08/2021,BLS75_S75-21000257,40,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,NPD PRODUCT,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,111.0
54,A140E505,HMCW,A140E505HMCW,26/08/2021,,GAP,GAP INTERNATIONAL,9/9/2021,9/9/2021,26/08/2021,BLS75_S75-21000260,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,Baddi,33.0
55,A140E503,HMFW,A140E503HMFW,23/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,11/10/2021,11/10/2021,23/08/2021,BLS75_S75-21000257,30,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,NPD PRODUCT,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
56,A120D031,HKK,A120D031HKK,23/08/2021,,RMGE,AQUARELLE INDIA PRIVATE LIMITED,3/9/2021,3/9/2021,23/08/2021,BLS75_S75-21000258,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,200m Gr planned for Print development,24,0,0,0,0,0,24,0,0,0,0,21,PD,Baddi,24.0
57,132318,HMC,132318HMC,25/08/2021,,RMGE,Aathava Garments India Private Limited,6/9/2021,6/9/2021,25/08/2021,BLS75_S75-21000259,10,,0,,,,,,,,,,,,0,,250,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGES,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
58,A130D779,HCCW12W,A130D779HCCW12W,12/8/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,12/9/2021,12/9/2021,12/8/2021,BLS75_S75-21000238,10,,0,,,,,,,,,,,,0,,300,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
59,A140D810,HMF,A140D810HMF,14/08/2021,,RMGE,COLUMBIA GARMENTS LTD,27/08/2021,27/08/2021,14/08/2021,BLS75_S75-21000248,10,,0,,,,,,,,,,,,0,,170,0,,,,,,,,Unchecked,,,1/1/1900,for yardage,77,0,0,0,0,0,77,0,0,0,0,21,PD,Baddi,77.0
60,A114A136,HOFW,A114A136HOFW,23/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,,,23/08/2021,BLS75_S75-21000257,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,NPD PRODUCT,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
61,A130D700,HDCWT,A130D700HDCWT,13/07/2021,,DE&B,UNIQLO CO. LTD,18/08/2021,18/08/2021,15/07/2021,BLS75_S75-21000160,20,,0,,,,,,,,,,,,0,,280,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
62,A116A992,BDKKW4,A116A992BDKKDW4,23/07/2021,,Brands,RAHEJA COLLECTION,9/10/2021,9/10/2021,23/07/2021,BLS75_S75-21000184,10,10/10/2021,0,,,,MILL NORMS( MILL STD),ST-PF,STDAWTD000,,,,,,0,,"6,500","6,500",,,,,WVG PL PROCEED,,,Unchecked,,,1/1/1900,,0,0,0,0,0,0,0,0,0,0,0,22,PD,Budhni,1225.57
63,A240A845,HRRW,A240A845HRRW,11/8/2021,,GAP,GAP INTERNATIONAL,10/9/2021,10/9/2021,11/8/2021,BLS75_S75-21000233,10,,0,,,,,,,,,,,,0,,100,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
64,ARTAWTD,BA,A180A303HMM,16/08/2021,,RMGE,RICHA GLOBAL EXPORTS P. LTD,3/9/2021,3/9/2021,16/08/2021,BLS75_S75-21000250,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
65,A160B802,HCCN,A160B802HCCN,7/8/2021,,India Buying Houses,LAGUNA CLOTHING LLP,24/08/2021,24/08/2021,7/8/2021,BLS75_S75-21000228,10,,0,,,,,,,,,,,,0,,135,0,,,,,,,,Unchecked,,,1/1/1900,,117,0,0,0,0,0,117,0,0,0,0,21,PD,Baddi,57.0
66,DUMMY,0,DUMMY00,11/8/2021,,Distributor,M/s Global Textiles,,,11/8/2021,BLS75_S75-21000232,1,,0,,,,WEST,ST-PF,STDAWTD000,,,,,,0,,"7,500","7,500",,,,,ARTICLE REQD,,,Unchecked,,,1/1/1900,,-261,0,0,0,0,0,-261,0,0,-2,-2,22,PD,,
67,A130D865,HDKW12W,A130D865HDKW12W,19/08/2021,,New Product Development,MAHAVIR SPG MILLS LIMITED,6/9/2021,6/9/2021,19/08/2021,BLS75_S75-21000252,20,,0,,,,,,,,,,,,0,,50,0,,,,,,,,Unchecked,,,1/1/1900,FOR NPD,0,0,0,0,25,0,25,0,0,0,0,21,PD,Baddi,25.0
68,14000059,HMM,14000059HMM,27/08/2021,,RMGE,RICHA GLOBAL EXPORTS P. LTD,9/9/2021,9/9/2021,27/08/2021,BLS75_S75-21000266,10,,0,,,,,,,,,,,,0,,200,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,0,0,0,0,0,0,0,0,0,0,0,21,PD,,
69,A130B459,HKK,A130B459HKK,31/07/2021,,Brands,INDUS LEAGUE,29/08/2021,29/08/2021,31/07/2021,BLS75_S75-21000213,10,,0,,,,,,,,,,,,0,,170,0,,,,,,,,Unchecked,,,1/1/1900,FOR YARDAGE,147,0,0,0,0,0,147,0,0,0,0,21,PD,Baddi,132.0
